Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Williams V.,Olaru I.,14.0,84.0,1765.0,377.5,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.01,13,1.02,13.0,1.02,13.0,1.025,28.5,1.02,18.0
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Bartoli M.,Errani S.,10.0,105.0,1989.0,309.75,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.06,8,1.07,8.0,1.06,7.91,1.083,11.0,1.06,8.5
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Cornet A.,Wozniacki C.,96.0,86.0,331.0,375.5,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.72,2,1.87,1.87,1.75,2.0,1.781,2.18,1.88,1.88
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Rolle A.,Knapp K.,109.0,57.0,304.0,505.75,3.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,2.0,1.72,1.8,1.95,1.91,1.83,2.08,1.847,1.88,1.88
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Safarova L.,Petkovic A.,23.0,102.0,1076.0,317.5,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.07,7.5,1.08,7.0,1.07,7.27,1.077,11.5,1.08,7.4
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Safina D.,Bondarenko K.,16.0,53.0,1708.0,535.25,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.3,3.4,1.36,3.0,1.28,3.46,1.369,3.51,1.33,3.25
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Jankovic J.,Govortsova O.,3.0,65.0,3429.0,453.5,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.02,12,1.03,12.0,1.03,11.0,1.03,24.0,1.02,18.0
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Zvonareva V.,Likhovtseva E.,28.0,59.0,903.0,487.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3,1.35,3.05,1.33,3.15,1.403,3.28,1.37,3.0
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Williams S.,Camerin M.E.,9.0,76.0,2237.0,402.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.01,13,1.02,14.0,1.02,13.0,1.017,41.0,1.01,30.0
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Chakvetadze A.,Pratt N.,6.0,68.0,2586.0,432.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.02,13,1.01,15.0,1.02,13.0,1.029,26.0,1.03,12.0
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Mirza S.,Granville L.,27.0,60.0,926.0,482.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.12,5.5,1.14,5.25,1.15,5.0,1.199,5.53,1.17,4.8
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Peer S.,Mattek B.,19.0,123.0,1524.0,282.5,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.08,7,1.15,5.0,1.12,5.65,1.154,6.88,1.17,4.9
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Medina Garrigues A.,Dominguez Lino L.,34.0,75.0,784.0,405.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.12,5.5,1.18,4.5,1.2,4.2,1.181,6.04,1.2,4.3
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Kuznetsova S.,Pin C.,4.0,91.0,3176.0,346.25,6.0,3.0,4.0,6.0,6.0,0.0,2.0,1.0,Completed,1.02,13,1.02,13.0,1.02,13.0,1.022,33.5,1.03,12.0
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Paszek T.,Schiavone F.,43.0,25.0,604.25,1019.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,2.75,1.4,,,2.65,1.45,2.81,1.51,2.45,1.53
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Azarenka V.,Cibulkova D.,41.0,63.0,672.5,460.5,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.25,1.3,3.35,1.33,3.15,1.377,3.45,1.31,3.33
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Schnyder P.,Bremond S.,12.0,71.0,1774.0,415.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.05,9,1.06,9.0,1.05,8.5,1.065,13.5,1.04,10.0
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Hingis M.,Parmentier P.,17.0,106.0,1621.0,307.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.05,9,1.05,10.0,1.06,7.91,1.077,11.5,1.08,7.4
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Vakulenko J.,Kostanic Tosic J.,50.0,89.0,546.0,355.75,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.3,3.4,1.28,3.5,1.28,3.46,1.358,3.59,1.35,3.1
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Petrova N.,Rodionova A.,8.0,87.0,2238.0,369.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.04,10,1.04,10.0,1.04,9.25,1.044,18.5,1.05,9.5
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Kirilenko M.,Srebotnik K.,36.0,24.0,780.0,1051.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,2.2,1.61,2.25,1.6,2.2,1.63,2.29,1.719,2.04,1.74
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Vaidisova N.,Pennetta F.,15.0,83.0,1708.0,391.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.06,8,1.09,7.0,1.07,7.27,1.07,12.25,1.08,7.4
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Szavay A.,Krajicek M.,31.0,33.0,847.75,801.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.66,2.1,1.66,2.15,1.65,2.15,1.69,2.35,1.78,2.0
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Radwanska A.,Razzano V.,32.0,37.0,833.5,747.5,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,1.5,2.5,1.53,2.4,1.662,2.41,1.55,2.38
WTA,2007,45,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Sharapova M.,Dellacqua C.,2.0,90.0,3845.0,347.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.01,15,1.01,16.0,1.01,17.0,1.02,36.0,1.02,18.0
WTA,2007,45,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Henin J.,Makarova E.,1.0,156.0,4692.0,205.5,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.01,15,1.01,15.0,1.01,17.0,1.025,28.5,1.01,30.0
WTA,2007,45,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Safina D.,Rolle A.,16.0,109.0,1708.0,304.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.06,8,1.09,7.0,1.1,6.25,1.118,8.65,1.13,5.5
WTA,2007,45,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Bartoli M.,Safarova L.,10.0,23.0,1989.0,1076.0,4.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,1.61,2.2,1.66,2.15,1.65,2.15,1.752,2.23,1.8,1.96
WTA,2007,45,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Bammer S.,Dementieva E.,20.0,13.0,1196.0,1770.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,2.75,1.39,2.7,1.43,2.9,1.38,3.11,1.433,2.68,1.45
WTA,2007,45,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Ivanovic A.,Dushevina V.,5.0,58.0,2847.0,503.75,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.03,11,1.06,9.0,1.04,9.25,1.048,16.63,1.05,9.5
WTA,2007,45,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Williams S.,Zvonareva V.,9.0,28.0,2237.0,903.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.11,6,1.15,5.0,1.15,5.0,1.174,6.25,1.15,5.15
WTA,2007,45,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Jankovic J.,Cornet A.,3.0,96.0,3429.0,331.0,4.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,1.02,12,1.05,10.0,1.03,11.0,1.05,16.0,1.04,11.0
WTA,2007,45,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Williams V.,Bondarenko A.,14.0,21.0,1765.0,1114.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.08,7,1.09,7.0,1.07,7.27,1.091,10.0,1.1,6.75
WTA,2007,45,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,3,Vakulenko J.,Kirilenko M.,50.0,36.0,546.0,780.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,3.0,1.36,2.7,1.43,2.8,1.4,3.1,1.435,2.68,1.45
WTA,2007,45,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,3,Szavay A.,Petrova N.,31.0,8.0,847.75,2238.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.5,1.5,2.55,1.48,2.5,1.5,2.63,1.578,2.28,1.6
WTA,2007,45,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,3,Radwanska A.,Sharapova M.,32.0,2.0,833.5,3845.0,6.0,4.0,1.0,6.0,6.0,2.0,2.0,1.0,Completed,10.0,1.04,10.0,1.05,8.5,1.05,15.0,1.056,9.5,1.05
WTA,2007,45,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,3,Chakvetadze A.,Mirza S.,6.0,27.0,2586.0,926.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.16,4.5,1.25,3.7,1.22,4.0,1.225,5.05,1.22,4.1
WTA,2007,45,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,3,Paszek T.,Schnyder P.,43.0,12.0,604.25,1774.0,4.0,6.0,6.0,4.0,7.0,6.0,2.0,1.0,Completed,3.0,1.36,2.8,1.4,3.25,1.33,3.35,1.392,3.1,1.35
WTA,2007,45,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,3,Azarenka V.,Hingis M.,41.0,17.0,672.5,1621.0,3.0,6.0,6.0,1.0,6.0,0.0,2.0,1.0,Completed,2.25,1.57,2.2,1.63,2.3,1.57,2.45,1.645,2.2,1.64
WTA,2007,45,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,3,Kuznetsova S.,Medina Garrigues A.,4.0,34.0,3176.0,784.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.06,8,1.11,6.0,1.07,7.27,1.087,10.5,1.1,6.75
WTA,2007,45,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,3,Peer S.,Vaidisova N.,19.0,15.0,1524.0,1708.0,6.0,4.0,3.0,6.0,7.0,6.0,2.0,1.0,Completed,2.62,1.44,2.65,1.45,2.65,1.45,3.04,1.446,2.85,1.4
WTA,2007,45,New York,US Open,2007-09-02,Grand Slam,Outdoor,Hard,4th Round,3,Williams S.,Bartoli M.,9.0,10.0,2237.0,1989.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.19,4.33,1.18,4.5,1.18,4.5,1.283,4.23,1.17,4.8
WTA,2007,45,New York,US Open,2007-09-02,Grand Slam,Outdoor,Hard,4th Round,3,Williams V.,Ivanovic A.,14.0,5.0,1765.0,2847.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.62,1.43,2.7,1.45,2.65,1.524,2.78,1.48,2.58
WTA,2007,45,New York,US Open,2007-09-02,Grand Slam,Outdoor,Hard,4th Round,3,Henin J.,Safina D.,1.0,16.0,4692.0,1708.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.04,10,1.05,10.0,1.04,9.5,1.05,16.0,1.05,9.0
WTA,2007,45,New York,US Open,2007-09-02,Grand Slam,Outdoor,Hard,4th Round,3,Jankovic J.,Bammer S.,3.0,20.0,3429.0,1196.0,6.0,4.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,1.14,5,1.13,5.4,1.14,5.2,1.2,5.5,1.18,4.6
WTA,2007,45,New York,US Open,2007-09-03,Grand Slam,Outdoor,Hard,4th Round,3,Kuznetsova S.,Azarenka V.,4.0,41.0,3176.0,672.5,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.16,4.5,1.77,2.0,1.17,4.65,1.182,6.0,1.21,4.2
WTA,2007,45,New York,US Open,2007-09-03,Grand Slam,Outdoor,Hard,4th Round,3,Szavay A.,Vakulenko J.,31.0,50.0,847.75,546.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.28,3.5,1.36,3.0,1.36,3.0,1.328,3.75,1.37,3.0
WTA,2007,45,New York,US Open,2007-09-03,Grand Slam,Outdoor,Hard,4th Round,3,Peer S.,Radwanska A.,19.0,32.0,1524.0,833.5,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.57,2.25,1.69,2.1,1.63,2.2,1.685,2.36,1.64,2.2
WTA,2007,45,New York,US Open,2007-09-03,Grand Slam,Outdoor,Hard,4th Round,3,Chakvetadze A.,Paszek T.,6.0,43.0,2586.0,604.25,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.14,5,1.2,4.25,1.17,4.65,1.211,5.35,1.2,4.3
WTA,2007,45,New York,US Open,2007-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,3,Henin J.,Williams S.,1.0,9.0,4692.0,2237.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.75,1.45,2.65,1.45,2.7,1.49,2.83,1.4,2.88
WTA,2007,45,New York,US Open,2007-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,3,Chakvetadze A.,Peer S.,6.0,19.0,2586.0,1524.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.53,2.5,1.55,2.35,1.45,2.75,1.56,2.68,1.5,2.5
WTA,2007,45,New York,US Open,2007-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,3,Kuznetsova S.,Szavay A.,4.0,31.0,3176.0,847.75,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.33,3.4,1.3,3.35,1.3,3.3,1.32,3.86,1.33,3.2
WTA,2007,45,New York,US Open,2007-09-06,Grand Slam,Outdoor,Hard,Quarterfinals,3,Williams V.,Jankovic J.,14.0,3.0,1765.0,3429.0,4.0,6.0,6.0,1.0,7.0,6.0,2.0,1.0,Completed,1.36,3.2,1.28,3.5,1.35,3.15,1.35,3.66,1.38,2.95
WTA,2007,45,New York,US Open,2007-09-07,Grand Slam,Outdoor,Hard,Semifinals,3,Kuznetsova S.,Chakvetadze A.,4.0,6.0,3176.0,2586.0,3.0,6.0,6.0,1.0,6.0,1.0,2.0,1.0,Completed,1.44,2.75,1.43,2.7,1.5,2.6,1.524,2.78,1.5,2.52
WTA,2007,45,New York,US Open,2007-09-07,Grand Slam,Outdoor,Hard,Semifinals,3,Henin J.,Williams V.,1.0,14.0,4692.0,1765.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.75,1.46,2.6,1.45,2.75,1.493,2.83,1.52,2.45
WTA,2007,45,New York,US Open,2007-09-09,Grand Slam,Outdoor,Hard,The Final,3,Henin J.,Kuznetsova S.,1.0,4.0,4692.0,3176.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.11,6.5,1.16,4.85,1.13,6.0,1.153,6.93,1.14,5.4
