Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Makarova E.,Bychkova E.,56.0,106.0,565.0,328.0,3.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,1.44,2.62,1.45,2.6,1.5,2.5,1.478,2.89,1.4,2.85
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Li N.,Errani S.,36.0,39.0,795.0,701.0,4.0,6.0,6.0,2.0,6.0,0.0,2.0,1.0,Completed,1.22,4.0,1.23,3.89,1.286,3.5,1.276,4.32,1.22,4.1
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Rybarikova M.,Paszek T.,89.0,68.0,392.0,481.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,2.37,1.53,2.35,1.55,2.25,1.571,2.67,1.565,2.4,1.54
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Keothavong A.,Schiavone F.,87.0,27.0,402.0,981.0,6.0,2.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,4.0,1.22,3.75,1.25,4.0,1.222,4.8,1.238,4.1,1.22
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Kuznetsova S.,Cirstea S.,4.0,53.0,3181.0,603.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.11,6.0,1.13,5.5,1.1,6.5,1.163,6.54,1.17,4.8
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Perebiynis T.,Zvonareva V.,76.0,10.0,444.0,2117.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,6.5,1.1,6.75,1.1,6.0,1.111,7.93,1.131,7.0,1.09
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Srebotnik K.,Meusburger Y.,28.0,110.0,972.0,317.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.12,5.5,1.17,4.67,1.143,5.0,1.167,6.4,1.12,6.0
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Jankovic J.,Arvidsson S.,2.0,63.0,3515.0,497.0,6.0,3.0,6.0,7.0,7.0,5.0,2.0,1.0,Completed,1.07,7.5,1.07,7.19,1.071,7.5,1.074,11.5,1.1,6.5
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Dementieva E.,Parmentier P.,6.0,49.0,3070.0,632.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.06,8.0,1.04,9.25,1.05,8.5,1.074,11.5,1.08,7.5
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Zheng J.,Medina Garrigues A.,37.0,26.0,760.0,1001.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.25,1.6,2.25,1.667,2.1,1.645,2.45,1.58,2.32
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Bammer S.,Rezai A.,30.0,74.0,952.0,452.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.25,3.75,1.26,3.59,1.286,3.5,1.265,4.48,1.27,3.6
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Bartoli M.,Ruano Pascual V.,13.0,102.0,1635.0,339.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.12,5.5,1.13,5.5,1.125,5.5,1.174,6.26,1.13,5.6
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Wozniacki C.,Camerin M.E.,18.0,133.0,1403.0,246.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.06,8.0,1.04,9.25,1.063,8.0,1.071,12.0,1.08,7.5
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Azarenka V.,Benesova I.,14.0,50.0,1593.0,622.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.12,5.5,1.15,5.2,1.125,5.5,1.154,6.91,1.13,5.6
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Davenport L.,Kleybanova A.,24.0,34.0,1115.0,813.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,1.3,3.35,1.286,3.5,1.315,3.87,1.28,3.5
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Bacsinszky T.,Chan Y.J.,60.0,69.0,531.0,473.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.2,1.61,2.3,1.6,2.25,1.571,2.15,1.76,2.1,1.7
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Petrova N.,Hsieh S.W.,21.0,108.0,1181.0,317.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.05,9.0,1.07,7.19,1.083,7.0,,,1.08,7.5
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Bremond S.,Vaidisova N.,121.0,22.0,277.0,1172.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,5.0,1.14,5.2,1.15,4.5,1.167,,,5.5,1.14
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Bondarenko A.,Lisicki S.,31.0,73.0,946.0,456.0,6.0,4.0,1.0,6.0,6.0,4.0,2.0,1.0,Completed,1.57,2.25,1.65,2.15,1.571,2.25,,,1.6,2.28
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Radwanska A.,Duque Marino M.,11.0,125.0,2076.0,264.0,6.0,0.0,7.0,6.0,,,2.0,0.0,Completed,1.04,10.0,1.04,9.25,1.063,8.0,,,1.07,8.0
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Cornet A.,Mattek B.,17.0,44.0,1415.0,655.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.22,4.0,1.23,3.89,1.25,3.75,,,1.25,3.8
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Cibulkova D.,Olaru I.,20.0,124.0,1202.0,266.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5.0,1.17,4.67,1.143,5.0,,,1.2,4.35
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Safina D.,Vinci R.,7.0,164.0,3047.0,189.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.03,11.0,1.04,9.25,1.05,8.5,,,1.04,10.0
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Garbin T.,Szavay A.,81.0,16.0,434.0,1489.0,5.0,7.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,3.75,1.25,3.22,1.32,3.4,1.3,3.84,1.318,3.7,1.26
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Sugiyama A.,Govortsova O.,32.0,48.0,911.0,645.0,4.0,6.0,7.0,6.0,6.0,1.0,2.0,1.0,Completed,1.8,1.9,1.8,1.95,1.833,1.833,1.85,2.01,1.82,1.94
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Williams V.,De Los Rios R.,8.0,113.0,2586.0,314.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.01,15.0,1.02,11.5,1.02,11.0,1.029,26.0,1.02,15.0
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Pennetta F.,Peng S.,19.0,47.0,1335.0,647.0,6.0,2.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.9,1.8,1.87,1.87,1.83,1.83,2.14,1.806,2.1,1.7
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Groenefeld A.L.,Moore J.,141.0,178.0,235.0,167.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.14,5.0,1.2,4.25,1.167,4.5,1.187,5.85,1.14,5.5
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Mauresmo A.,Kanepi K.,29.0,43.0,971.0,677.0,2.0,6.0,6.0,4.0,6.0,0.0,2.0,1.0,Completed,1.44,2.62,1.45,2.6,1.4,2.75,1.543,2.74,1.5,2.52
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Coin J.,Ivanovic A.,188.0,1.0,158.0,3612.0,6.0,3.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,10.0,1.04,9.25,1.04,9.0,1.04,10.0,1.091,8.0,1.07
WTA,2008,44,New York,US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,3,Williams S.,Vesnina E.,3.0,71.0,3341.0,467.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.02,13.0,1.02,11.5,1.03,10.0,1.03,24.0,1.02,15.0
WTA,2008,44,New York,US Open,2008-08-29,Grand Slam,Outdoor,Hard,3rd Round,3,Jankovic J.,Zheng J.,2.0,37.0,3515.0,760.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.38,2.87,1.4,2.9,1.364,3.0,1.435,3.1,1.42,2.78
WTA,2008,44,New York,US Open,2008-08-29,Grand Slam,Outdoor,Hard,3rd Round,3,Li N.,Makarova E.,36.0,56.0,795.0,565.0,6.0,1.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.22,4.0,1.21,4.06,1.222,4.0,1.219,5.16,1.17,4.8
WTA,2008,44,New York,US Open,2008-08-29,Grand Slam,Outdoor,Hard,3rd Round,3,Dementieva E.,Keothavong A.,6.0,87.0,3070.0,402.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.05,8.5,1.04,9.25,1.04,9.0,1.061,14.0,1.07,8.0
WTA,2008,44,New York,US Open,2008-08-29,Grand Slam,Outdoor,Hard,3rd Round,3,Srebotnik K.,Kuznetsova S.,28.0,4.0,972.0,3181.0,6.0,3.0,6.0,7.0,6.0,3.0,2.0,1.0,Completed,4.33,1.2,4.25,1.2,4.5,1.167,4.1,1.294,4.0,1.23
WTA,2008,44,New York,US Open,2008-08-29,Grand Slam,Outdoor,Hard,3rd Round,3,Wozniacki C.,Azarenka V.,18.0,14.0,1403.0,1593.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.25,1.58,2.28,1.571,2.25,1.649,2.44,1.67,2.15
WTA,2008,44,New York,US Open,2008-08-29,Grand Slam,Outdoor,Hard,3rd Round,3,Bammer S.,Perebiynis T.,30.0,76.0,952.0,444.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.44,2.62,1.45,2.6,1.4,2.75,1.524,2.78,1.47,2.6
WTA,2008,44,New York,US Open,2008-08-29,Grand Slam,Outdoor,Hard,3rd Round,3,Schnyder P.,Rybarikova M.,15.0,89.0,1542.0,392.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.4,2.75,1.4,2.85,1.364,3.0,1.444,3.05,1.4,2.85
WTA,2008,44,New York,US Open,2008-08-29,Grand Slam,Outdoor,Hard,3rd Round,3,Bartoli M.,Davenport L.,13.0,24.0,1635.0,1115.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,2.62,1.44,2.45,1.5,2.625,1.444,2.98,1.459,2.85,1.4
WTA,2008,44,New York,US Open,2008-08-30,Grand Slam,Outdoor,Hard,3rd Round,3,Radwanska A.,Cibulkova D.,11.0,20.0,2076.0,1202.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.66,2.1,1.65,2.15,1.667,2.1,1.714,2.3,1.68,2.13
WTA,2008,44,New York,US Open,2008-08-30,Grand Slam,Outdoor,Hard,3rd Round,3,Williams V.,Bondarenko A.,8.0,31.0,2586.0,946.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.07,7.5,1.04,9.25,1.071,7.5,1.071,12.0,1.08,7.5
WTA,2008,44,New York,US Open,2008-08-30,Grand Slam,Outdoor,Hard,3rd Round,3,Mauresmo A.,Coin J.,29.0,188.0,971.0,158.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.25,3.75,1.28,3.5,1.25,3.75,1.313,3.9,1.27,3.6
WTA,2008,44,New York,US Open,2008-08-30,Grand Slam,Outdoor,Hard,3rd Round,3,Williams S.,Sugiyama A.,3.0,32.0,3341.0,911.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.03,11.0,1.04,9.25,1.03,10.0,1.043,19.0,1.04,11.0
WTA,2008,44,New York,US Open,2008-08-30,Grand Slam,Outdoor,Hard,3rd Round,3,Pennetta F.,Petrova N.,19.0,21.0,1335.0,1181.0,4.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,3.25,1.33,3.35,1.3,3.4,1.3,3.74,1.329,3.35,1.31
WTA,2008,44,New York,US Open,2008-08-30,Grand Slam,Outdoor,Hard,3rd Round,3,Groenefeld A.L.,Cornet A.,141.0,17.0,235.0,1415.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,2.37,1.53,2.28,1.58,2.25,1.571,2.42,1.658,2.28,1.6
WTA,2008,44,New York,US Open,2008-08-30,Grand Slam,Outdoor,Hard,3rd Round,3,Safina D.,Bacsinszky T.,7.0,60.0,3047.0,531.0,3.0,6.0,7.0,5.0,6.0,2.0,2.0,1.0,Completed,1.08,7.0,1.04,9.25,1.1,6.5,1.08,11.0,1.04,11.0
WTA,2008,44,New York,US Open,2008-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Bremond S.,Garbin T.,121.0,81.0,277.0,434.0,7.0,5.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,2.25,1.57,2.45,1.5,2.2,1.615,2.5,1.625,2.4,1.54
WTA,2008,44,New York,US Open,2008-08-31,Grand Slam,Outdoor,Hard,4th Round,3,Jankovic J.,Wozniacki C.,2.0,18.0,3515.0,1403.0,3.0,6.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,1.8,1.9,1.87,1.87,1.833,1.833,1.787,2.17,1.85,1.9
WTA,2008,44,New York,US Open,2008-08-31,Grand Slam,Outdoor,Hard,4th Round,3,Bammer S.,Bartoli M.,30.0,13.0,952.0,1635.0,7.0,6.0,0.0,6.0,6.0,4.0,2.0,1.0,Completed,2.37,1.53,2.3,1.6,2.375,1.533,2.5,1.625,2.46,1.52
WTA,2008,44,New York,US Open,2008-08-31,Grand Slam,Outdoor,Hard,4th Round,3,Schnyder P.,Srebotnik K.,15.0,28.0,1542.0,972.0,4.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.9,1.8,1.95,1.8,1.833,1.833,2.0,1.909,2.0,1.77
WTA,2008,44,New York,US Open,2008-08-31,Grand Slam,Outdoor,Hard,4th Round,3,Dementieva E.,Li N.,6.0,36.0,3070.0,795.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3.0,1.4,2.85,1.364,3.0,1.465,2.95,1.42,2.8
WTA,2008,44,New York,US Open,2008-09-01,Grand Slam,Outdoor,Hard,4th Round,3,Safina D.,Groenefeld A.L.,7.0,141.0,3047.0,235.0,7.0,5.0,6.0,0.0,,,2.0,0.0,Completed,1.25,3.75,1.3,3.45,1.25,3.75,1.324,3.79,1.28,3.55
WTA,2008,44,New York,US Open,2008-09-01,Grand Slam,Outdoor,Hard,4th Round,3,Pennetta F.,Mauresmo A.,19.0,29.0,1335.0,971.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,2.25,1.57,2.4,1.53,2.375,1.533,2.58,1.595,2.46,1.52
WTA,2008,44,New York,US Open,2008-09-01,Grand Slam,Outdoor,Hard,4th Round,3,Williams V.,Radwanska A.,8.0,11.0,2586.0,2076.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.75,1.222,4.0,1.284,4.22,1.25,3.8
WTA,2008,44,New York,US Open,2008-09-01,Grand Slam,Outdoor,Hard,4th Round,3,Williams S.,Bremond S.,3.0,121.0,3341.0,277.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.01,15.0,1.02,11.5,1.03,10.0,1.025,28.5,1.02,15.0
WTA,2008,44,New York,US Open,2008-09-02,Grand Slam,Outdoor,Hard,Quarterfinals,3,Dementieva E.,Schnyder P.,6.0,15.0,3070.0,1542.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.16,5.0,1.2,4.25,1.167,4.5,1.232,4.91,1.17,4.8
WTA,2008,44,New York,US Open,2008-09-02,Grand Slam,Outdoor,Hard,Quarterfinals,3,Jankovic J.,Bammer S.,2.0,30.0,3515.0,952.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.16,5.0,1.15,5.2,1.167,4.5,1.2,5.5,1.17,4.8
WTA,2008,44,New York,US Open,2008-09-03,Grand Slam,Outdoor,Hard,Quarterfinals,3,Safina D.,Pennetta F.,7.0,19.0,3047.0,1335.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.33,1.25,3.75,1.22,4.0,1.269,4.42,1.25,3.75
WTA,2008,44,New York,US Open,2008-09-04,Grand Slam,Outdoor,Hard,Quarterfinals,3,Williams S.,Williams V.,3.0,8.0,3341.0,2586.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.66,2.2,1.65,2.15,1.72,2.0,1.725,2.28,1.75,2.03
WTA,2008,44,New York,US Open,2008-09-05,Grand Slam,Outdoor,Hard,Semifinals,3,Jankovic J.,Dementieva E.,2.0,6.0,3515.0,3070.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.37,1.57,2.3,1.6,2.2,1.61,2.5,1.625,2.46,1.52
WTA,2008,44,New York,US Open,2008-09-05,Grand Slam,Outdoor,Hard,Semifinals,3,Williams S.,Safina D.,3.0,7.0,3341.0,3047.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.3,3.5,1.35,3.1,1.36,3.0,1.397,3.32,1.34,3.2
WTA,2008,44,New York,US Open,2008-09-07,Grand Slam,Outdoor,Hard,The Final,3,Williams S.,Jankovic J.,3.0,2.0,3341.0,3515.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.25,4.0,1.27,4.01,1.25,3.75,1.275,4.33,1.23,4.0
